Nome,Volume,Num Pagina,Numeração,Categ_atrativo,N° da Subcategoria,N° de Entrada,Categoria,Subcategoria,Localização,Bairro/Colônia,CEP,GPS,Descrição,Descrição2,Área,Celular/Whatsapp,Telefone Fixo/whatsapp,Tombado,Proprietário/Responsável,email,Midias Sociais,website,Reserva,Horário,"Observações, Serviços e Equipamentos",Acessibilidade,Como chegar,Destaque,Data de inauguração,Estacionamento,Capacidade máxima,Restrições,Especialidade,Receitas autorais,Cadastur,N° de Leitos solteiros,N° de Leitos casais,N° de unidades habitacionais,Autoria
Queijaria Sapori Italiane,Volume II,353,342,5,3,24,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. Estéfano Woicikievisz, 12",Area Rural,83085-505,"-25.553493234384526, -49.12734027674934","Carla Helena e Antonio Gualano trazem a autêntica tradição italiana à Queijaria Sapori Italiani, produzindo queijos artesanais  com leite de vaca Jersey de alta qualidade, com curas que variam de 2 a 10 meses.","São destaques a  ricota cremosa, o caciocavallo, queijos  trança, Scamorza e San Gargano.  A queijaria tem como referência cultural e gastronômica Puglia, região Sul da Itália onde a família de Antônio produz queijos há quase 50 anos.",Rural,(41)9 9784-8684,,,"Carla Helena Guerra Carvalho Gualano, Antonio Gualano,",carlahelena.carvalho@gmail.com,@queijariasaporiitalian,https://linktr.ee/queijariasaporiitaliani,Sim,Qui: 13:30h à 18:00h; Sex à Dom: 10:00h às18:00h; Seg. a Qua: Fechado. Horários podem variar no feriado.,"Possui mercearia de produtos coloniais de alta qualidade, oferece espaço para artistas plásticos locais exporem seus produtos. Aceita  reserva para grupos que desejam uma refeição com sabor italiano. Vende hidromel.",Sim,"10 Km do aeroporto; 10 Km do centro; 3,4 Km da BR 116","Queijo Caciocavallo Medalha  PRATA no VI Prêmio Queijo Brasil, 2023; Queijo Scamorza ao vinho Medalha OURO no  VI Prêmio Queijo Brasil, 2023.",,Sim,,,Queijo Artesanatos,Sim. Queijos de fabricação própira,Não,,,,
Rancho da Cuia,Volume II,354,343,5,3,25,Equipamentos e Serviços,Compras e Apoio ao Turista,"Av. das Américas, 2212",Tres Marias,83030-640,"-25.53333113584689, -49.19520439100039","Destaca-se por ter a  maior cuia do Brasil em sua área externa, medindo 12,20m de altura e 5,5m de diâmetro, sendo também a única cuia giratória do país. Atende às necessidades dos amantes da cultura gaúcha.","É uma loja completa do sul do Brasil, oferecendo uma variedade de produtos típicos, como erva mate, cachaças e itens de moda sulista. Com belas palas femininas, cuias e bombas para chimarrão, seleção de facas e produtos de decoração.",Urbana,(41)9 9763-0092,(41) 3398-9813,,,ranchodacuia@yahoo.com.br,@ranchodacuia; @rancho.da.cuia,www.ranchodacuia.com.br,-,Seg a Sab: 08:00h às 19:00h. Dom: 08:00h às 12:00h. Horário pode variar  em feriados e dias festivos.,Venda  e entrega de produtos.,Sim,"3,5 Km do aeroporto;  Menos de 1 Km do centro;  100 m da Av. Das Torres; 6 Km da BR 277",É uma loja completa para quem desema conhecer a cultura do Sul. Oferece também vários tipos de cachaças brasileiras e produtos mineiros.,,Sim,-,-,"Loja temática gaúcha, com vestuário e acessórios tradicionais.",-,Não,,,,
Rancho dois Irmãos,Volume II,355,344,5,3,26,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. Carlos Kuzma, S/N, a 1,4 Km da Capela |N. Senhor Bom Jesus  Campestre da Faxina",Campestre,,"-25.73083052334689, -49.1688521919828","A propriedade produz queijos artesanais sem adição de conservantes. Entre seus produtos, destacam-se o queijo minas frescal com limão e ervas, frescal temperado, frescal em formato de coração, nozinho grande, mininozinho, queijo meia cura e doce de leite. A empresa realiza entregas em Curitiba e região.","Encomendas podem ser feitas pelo telefone, whatsapp ou Instagram. Horário de entregas à combinar.",Rurals,(41) 995337797,,-,Edna Silvana e Marim,ednasilvana2021@gmail.com,@rancho2irmaos,,Sim. Atende por encomendas.,-,Vende somente por encomendas até o momento.,Não,27 Km até o aeroporto;  26 Km até o centro; 7 Km até a BR 376,Queijo Minas Frescal temperado com limão e ervas e mininozinho,,-,-,Entrega por encomendas,Queijos e derivados,Sim,Não,,,,
RK Gravações à Laser,Volume II,356,345,5,3,27,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. Joinville, 3001 - Loja 07 (Dentro da galeria do supermercado Condor)","São Pedro,",83020-000,"-25.550499437373333, -49.19344061074002",Esta localizada na galeria do supermercado Condor.  A loja foi criada inicialmente para oferecer ao mercado opções de presentes masculinos.Possui  uma variedade de facas personalizadas que destacam pelo design e qualidade além de  brindes corporativos.,"Oferece belas facas personalizadas, produtos para colecionadores e sobrevivencialistas,  tábuas de churrasco de madeiras nobres. Cada item é cuidadosamente selecionado para garantir qualidade e originalidade.",Urbana,(41)9 8480-6622,(41) 8523-2738,-,-,rkfacasacessorios@gmail.com,@rkfacas_eacessorios,,Aceita encomendas.,Seg: 13:00h - 20:00h; Ter a Sab: 09:00h às 20:00h; Dom: Fechado. Horário pode variar  em feriados.,"Venda de facas e acessórios personalizados, facas para churrasco com oções de gravação a laser.",Sim,4 Km do aeroporto;  2 Km do centro; 1 Km da BR 376,"Facas de design diferenciado de  alta qualidade, tábua de madeira  madeiras nobres.",,"Sim, do próprio supermercado.",-,É uma loja pequena dentro da galeria.,"Facas e acessórios, gravação a laser.",,Não,,,,
RM Cutelaria,Volume II,357,346,5,3,28,Equipamentos e Serviços,Compras e Apoio ao Turista,"Rua Isidoro Haluch,110 - B",Colônia Murici,,"-25.58990790979536, -49.130357263534215","Localizada perto do Orquidário das Araucárias, o artesão Reginaldo Haluch produz vários tipos de facas artesanais tais como faca de pesca, santoku, facão kukri, acabamento brut forge  e diversos produtos relacionados com a arte da cutelaria.","Produz espetos de aço para churrasco, recupera  antigos facões, afia disco de arado, vende bainhas e canivetes e faz  manutenção de facas, troca de cabos e afiações em geral tais como de disco de arado a alicate de cutícula. Também faz cópia de chaves.",Rural,(41)9 9925-3293,,,Reginaldo Haluch,-,@regi_haluch,-,Aceita encomendas.,Seg a Sáb: 09:00h às 17:00h. Dom: Fechado. Horário pode variar  em feriados.,"Serviços de cutelaria, cópia de chaves, amolação  e recupera facas, amolação de  alicates e disco de arado.",Sim,10Km até o  aeroporto; 11 Km do centro; 5 Km até a BR 116,Local de produção de facas artesanais,-,"Não. Estacionamento na estrada, local fácil de parar.",-,,Facas artesanais,-,Não,,,,
Salumeria Negosek,Volume II,358,347,5,3,29,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. José Francisco Negoseki, 589",Colônia Zacarias,84020-838,"-25.581534525588108, -49.21018661827148","Oferece produtos coloniais 100% suínos, produzidos artesanalmente. Utiliza matéria-prima de alta qualidade para elaborar linguiças, salames, torresmo e banha, com destaque para  a linguiça Blumenau, vendida na loja da fábrica.","Os visitantes costumam ser atendidos  pelo  proprietário. Os produtos da salumeria também podem ser encontrados na Feira do Produtor que acontece aos sábados, das 06:00h às 10:00h, na Loja Agropecuária CLAC.",Rural,(41)9 9192-8825,,-,-,-,@salumeria.negosek,-,-,Seg a Sex: 09:00h às 17:00h. Sab:  10:00h às 17:00h. Horário pode variar  em feriados.,Venda de  em embutidos de carne suína,Não,10 Km até o aeroporto; 7 Km do centro;  2Km até a BR 376,Embutidos suínos de fabricação própria.,-,Sim,-,-,Embutidos suínos.,-,Não,,,,
Setim alimentos,Volume II,359,348,5,3,30,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. São Pedro do Ivaí, 322",São Pedro,83020-070,"-25.550174154795904, -49.190330679785774","A loja da fábrica dos produtos Setim  esta localizada no bairro  São Pedro. Oferece oportunidade de compras de excelentes produtos coloniais  dentro da cidade, para pessoas que não tem tempo de ir ate as colônias.","Comercializa conservas, embutidos, doces e compostas típicas, como os tradicionais  roll-mops, conserva de sardinha típicamente alemã, ovos de codorna, dentre outras",Urbana,(41)9 9983-5008,(41) 3383-5315,-,,setim@setimalimentos.com.br,-,-,-,Seg a Sex: 10:00h às 19:00h; Sáb: 09:00h às 13:00h. Horário pode variar  em feriados.,"Comércio de alimentos em conserva, produtos coloniais",Não,3 Km do aeroporto;  2 Km do centro;  5 Km  da BR 376,"Roll-mops (sardinha em conserva), palmito, ovos de codorna, mel",,,,Não tem consumo no local.,Produtos em conseva de fabricação própria.,,Não,,,,
Shopping  São José,Volume II,360,349,5,3,31,Equipamentos e Serviços,Compras e Apoio ao Turista,"Rua Izabel A Redentora, 1434",Centro,83005-010,"-25.53738903829133, -49.20436240423626","Localizado na região central e a  7 minutos do  aeroporto, possui mais de 170 lojas  que se distribuem entre moda, lazer,  serviços para o dia a dia, praça de alimentação, cinemas Cinemark.","Oferece vasta programação de lazer, ações de sustentabilidade e diversas comodidades.  Possui casa de câmbio, lavanderia, salão de beleza, quiosque para impressão de documentos, chaveiro,  dentre outros serviços de apoio ao turista.",Urbana,,(41) 3035-1500,,,marketing@shoppingsaojose.com.br,@shopsaojose; https://linktr.ee/ShoppingSaoJose,www.shoppingsaojose.com.br,-,"Lojas: Seg a Sáb: 10:00h às 22:00h; Dom: 14:00h às 20:00h. Alimentação e Lazer: Seg a Sáb: 10:00h às 22:00h, Dom: 11:00h às 22:00h.","Estacionamento, casa de câmbio, lavanderia, salão de beleza, quiosque para impressão de documentos, chaveiro, dentre outros. Conferir em www.shoppingsaojose.com.br/servicos",Sim,"1,8 Km do aeroporto; encontra-se no centro;  2Km da BR 116",Variedade de lojas e opções de alimentação,2008,"Sim, coberto, pago. Pode ser pago com desconto através de aplicativo próprio do shopping.",-,,"compras, serviços",-,Não,,,,
Soberano Texas Country,Volume II,361,350,5,3,32,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. Visc. do Rio Branco, 1550",Centro,83005-420,"-25.535933748496664, -49.20299376667655","A loja oferece moda country com muito estilo. Botas, chapeus, bonés, vestuário feminino e masculino, bijuterias.  São encontradas botas em diferentes tipos de couro, com avestruz e jacaré.",Oportunidade para conhecer o universo do country através dos objetos e artigos que muitas vezes são verdadeiras obras de arte.,Urbana,(41)9 9221-2199,(41) 3081-7896,,,soberanotexas@hotmail.com,@soberanotexas; @lojasoberanotexas,-,Aceita encomendas de artigos especiais.,Seg a Sex: 09:00h às 18:00h. Sab: 09:00h às 17:00h; Horário pode variar  em feriados.,"Moda country completa, artigos de couro de boi e couros nobres como avestruz, jacaré, bijuterias  Vende por encomendas",Não,"4,5 Km do aeroporto; encontra-se no centro; 2 Km da Av. as Torres",Curadoria dos produtos muito bem feita. Produtos de  qualidade.,,Não. Estacionamento nas ruas laterias.,-,,Moda country,-,Não,,,,
Suacki - Morangos,Volume II,362,351,5,3,33,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. Ladislau Toczeck, 757 ",Colônia Murici, 83085-240,"-25.590831797835946, -49.132499901972764","Plantação de morangos cultivada por uma família de agricultores  dedicados a ter um produto de alta qualidade. Oferece  a experiência de colha e pague de morangos, além da venda de morangos ""in natura"" em bandejas, morangos congelados e polpa.",,Rural,(41) 99996-4066,,,,,@morangos_suacki,,,Ter a Dom e feriados: 10:00h às 18:00h,,,11 Km até o aeroporto; 11 Km até o centro; 5 Km até a BR 116,,,Sim,,,Morangos,,Não,,,,
TMA Acampamentos,Volume II,363,352,5,3,34,Equipamentos e Serviços,Compras e Apoio ao Turista,"Rua Olímpio Cardoso Gomes, n°915",Roça Velha,,"-25.68909123876509, -49.11280568646632","Oferece vários atividades de educação ambiental e desenvolvimento humano, além do acampamento que  atividades que promovem um ambiente de confraternização, integração, sociabilidade, aprendizagem e lazer.","O lúdico e o lazer  são usados como ferramentas para instruir e educar, por meio de atividades educativas, recreativas, esportivas em diferentes projetos que proporcionam aprendizagens sobre a vida no campo, arqueologia, empreendedorismo dentre outras.",Rural,(41)0 3278-8723,(41) 3278-8723,-,-,tmaacampamentos@gmail.com,@tma.acampamentos,www.tiomiro.com.br;,Sim.,Seg a Sex: 08:30h às 12:00h; 13:00 às 17:30h.,"Day use,  passeios à cavalo, contato com animais, casa da tia vitamina, fantoches, mina abandonada, sítio arqueológico, recursos audivisuais, tirolesa, paradedão de escalada, arvorismo,  e vários tipos de equipamentos.",Sim. Entrada e estacionamento com  acessibilidade para pessoas com cadeira de rodas,25 Km até o aeroporto; 24 Km até o centro;  6 Km até a BR 376.,Acampamento e esporte de aventura,-,Sim,-,-,Lazer ecopedagógico,-,Não,,,,
Viver Bem - Alimentos Integrais,Volume II,364,353,5,3,35,Equipamentos e Serviços,Compras e Apoio ao Turista,"R. Joinville, 2073",São Pedro,83005-550,"-25.545367735758862, -49.200575765262236","Loja de produtos naturais de alta qualidade. Possui grande variedade de produtos tais como cereais, temperos, óleos e extatos vegetais, farinhas, supleentos. Um de seus destaques é a  granola produzida  regionalmente.",Ponto de apoio para abastecer quem precisa de alimentos saudáveis para viagem ou para cuidar da saúde.,Urbana,(41)9 9766-8917,(41) 3382-9151,,,,@viverbemprodutos_naturais,,,Seg a Qui: 09:00h às 18:00h.  Sex: 09:00h às 17:00h. Horários podem variar nos feriados.,Produtos naturais embalados e a granel. Aceita encomendas,Não,"4 Km do aeroporto;  Fica a menos de 1Km do centro; 2,2 Km da BR 376","Granola, produtos sem glúten e sem lactose, diversos extratos e óleos vegetais",2005,Não. Estacionamento nas ruas laterais.,-,,Produtos naturais e saudáveis de alta qualidade.,,Não,,,,
,Volume II,365,,,,,,Hospedagem,,,,,,,,,,,,,,,,,,,,,,,,,,,Não,,,,
A casa da árvore,Volume II,366,354,5,4,1,Equipamentos e Serviços,Hospedagem,"Estrada de terra saindo da Rua  Ana Didi Baptista Gabardo, próximo ao número 2500, ao lado da Chácara Gestsêmani -",Borda do Campo,81075-015,"-25.555972534804738, -49.068627701823885",A Casa na Árvore é  uma pousada que oferece uma experiência mágica em contato com a  Mata Atlântica. O espaço construído e decorado foi a realização do sonho de criança da proprietária que pensou em cada detalhe e na  privacidade dos hóspedes.,A casa possui uma cama de casa e uma beliche. O espaço inclui um parquinho para crianças e diversos eletrodomésticos para uma estadia confortável. Possui um salão para eventos  e oferece tranquilidade e proximidade com animais silvestres.,Rural,(41)9 9637-4818,,,Daiani Zane,,@casanaarvoreventos; https://www.youtube.com/watch?v=C6_Eez99Vaw,abnb.me/EVmg/mOvQd6012E,"Sim, Airbnb",-,"Wi-fi,  2 banheiros, aceita animais de estimação. Possui área para  fogueira, churrasqueira, lareira com lenha, aquecedor elétrico, panela para fondue, jogos de tabuleiro, caixa de som e smarTV.",Não,23 Km do aeroporto; 21 Km do centro; 3 Km da BR 277,"Beleza cênica,  contato com a natureza, tranquilidade, projeto arquitetônico e paisagismo, reaproveitamento de materiais, decoração.",,Sim,4 pessoas,Não pode receber visitas,Casa na árvore - tree house,"Projeto arquitetônico, objetos  de decoração criado pela proprietária com material de reaproveitamento",Não,2,1,1,
Astron Hotel São José dos Pinhais,Volume II,367,355,5,4,2,Equipamentos e Serviços,Hospedagem,"Avenida Rui Barbosa, 9500",Centro,83005-340,"-25.540627225822195, -49.203203048633085","Localizado no centro, na principal avendida da cidade, possui fácil acesso às rodovias e está a apenas dois quarteirões do Shopping São José. Os quartos são espaçosos e acomodam até 4 pessoas. Restaurante oferece opções vegetarianas.","Os apartamentos estão equipados com internet gratuita, frigobar e cozinha compacta, garantindo conforto e conveniência para todos os hóspedes. Seu restaurante oferece   buffet de café da manhã e menu à la carte para almoço e jantar.",Urbana,(41)9 8803-9219,(41) 3035-2000,-,Shana Melissa Schwab,reservasasjp.astron@nobilehoteis.com.br,-,https://bit.ly/ASTRONSJP,Através dos principais sites de reserva,Funciona 24 h,"Quartos com  mini cozinha equipada, mesa para trabalho, televisão de tela plana  que é possível assistir tanto da sala quanto do quarto; possui quartos para não fumantes e estacionamento gratuito; possui salão de eventos e auditórios e salas.",Sim. Possui apartamentos adaptados para cadeirante.,4 Km do aeroporto;  está no centro;  4 Km da BR 376,Possui Selo Turismo Responsável (Mtur); possui atendimento em espanhol e inglês.,2013,Sim,170 pessoas,Somente aceita um animal de estimação por andar. Possui restrições à fumantes.,Hotelaria,-,Sim,22,46,79,
Bouganville Eco Hotel,Volume II,368,356,5,4,3,Equipamentos e Serviços,Hospedagem,Rua Domingos Burakowski 850,Contenda,83115-004,"-25.680536530134564, -49.14186255573122",O conceito do hotel reúne o charme da arquitetura rústica com a  gastronomia colonial. Possui piscinas aquecidas com jacuzzis que convidam  a relaxar em meio a uma ampla área verde.,"Oferece uma estrutura completa para eventos, incluindo cerimônias de casamento, eventos corporativos e um moderno auditório. O restaurante é  aberto ao público mas precisa ligar antes.",Urbana,,(41) 3398-5995,,"Mario Knorst, adminitrado pelas filhas Jenifer e Mariana Knorst",atendimento@ecohotelbouganville.com.br; recantobouganville@gmail.com,@ecohotelbouganville,https://bit.ly/ECOBVILLE,Sim,"Horário de check-in: 14:00
Horário de check-out: 11:00","Wi-Fi, café da manhã incluído, estacionamento, piscinas interna e externa Serviço de lavanderia,  centro de reuniões, permite animais, serviço de quarto, banheira quente, academia, bar, restaurante aberto ao público. Interessados em almoçar recomenda-se",Sim,"23,3 Km do aeroporto;  22 Km do centro; 950 Km da BR 376","Conceito e decoração do local, expresso na arquitetura e no paisagismo.",,Sim,23 pessoas,,"Hospedagem, Eventos",Sim,Não,5,18,18,
