cpt_slug,tax_rotas_turisticas,tax_tipo_atrativo,tax_categorias_empreendimentos,pods_resumo_historico,pods_endereco_localizacao,pods_entrada,pods_horario_de_visitacao,pods_guia_necessario,pods_subtitulo_slogan,pods_endereco_completo,pods_telefone_whatsapp,pods_instagram,pods_site_oficial,pods_horario_de_funcionamento,pods_comodidades,pods_destaque_na_home,pods_data_de_inicio,pods_sobre_o_evento,pods_data_de_fim,pods_local_do_evento,pods_valor_do_ingresso,pods_link_de_inscricao_compra,pods_organizador,pods_historia_completa,post_title
atrativos,,Turismo Religioso,,"Pequena capela construída em 1933, encontra-se rodeada por terrenos cultivados. Possui uma arquitetura simples e sua pintura azul claro com contornos brancos harmoniza com a paisagem dos campos verde em seu entorno.",Rua João Bortolan,Consultar,,false,,Rua João Bortolan,,,,,,,,,,,,,,,Capela N. Sra. de Lourdes
atrativos,,Turismo Religioso,,Capela construída há mais de 80 anos. Possui arquitetura típica das igrejas das colônias italianas e polonesas.,"R. Ermeson Grebogue, 2889 esquina com R João Maiczak",,,false,,"R. Ermeson Grebogue, 2889 esquina com R João Maiczak",,,,,,,,,,,,,,,Capela N. Sra. das Neves
atrativos,Caminho do Vinho,Patrimônio Tombado,,"Capela centenária, tombada como Patrimônio histórico pelo Decreto 04/96. A Irmandade de Nossa Sra do Rosário foi fundada em 1924. A capela apresenta um estilo arquitetônico simples, típico das construções religiosas rurais da época, com características que lembram a arquitetura colonial. Sua estrutura é feita principalmente de alvenaria, com elementos que mostram a influência das tradições locais. Com vitrais do tamanho das janelas laterais, dois confessionários, piso, paredes pintadas e teto decorado. No altar central, encontram-se estações em cerâmica entalhada e escurecida; banco em madeira. Na parede à esquerda, N. Sra. do Rosário, e à direita, Madalena. As laterais possuem anjinhos pintados e em sua extensão a imagem de N. S. dos Milagres. À esquerda Sagrado Coração de Jesus e réplica pequena imagem de N. S. dos Milagres.","Próxima à capela moderna N. Sra dos Milagres, localizada R. Benjamim Negoseki, 8500 Miringuava. Entrar na Rua Particular, ao lado da Igreja nova e seguir adiante. A Igreja logo poderá ser vista.",,,false,,"Próxima à capela moderna N. Sra dos Milagres, localizada R. Benjamim Negoseki, 8500 Miringuava. Entrar na Rua Particular, ao lado da Igreja nova e seguir adiante. A Igreja logo poderá ser vista. CEP: 83021-200",,,,,,,,,,,,,,,Capela N. Sra. dos Milagres
atrativos,Rota das Colônias,Turismo Religioso,,"Capela simples, localizada em um ponto de beleza cênica que serve de ponto de parada para ciclistas. É uma Igreja reconstruida. Localiza-se rodeada pela vegetação local.","Rua Padre Stanislaw Turbanski, próximo da Pousada Estância Carmelo.",Consultar,,false,,"Rua Padre Stanislaw Turbanski, próximo da Pousada Estância Carmelo.",,,,,,,,,,,,,,,Capela N. Sra. do Perpétuo Socorro
atrativos,Rota das Colônias,Patrimônio Tombado,,"Capela dedicada a Santo Antônio, realiza anualmente, no mês de julho, uma tradicional festa em homenagem ao padroeiro, com cavalgada, missa, bênção dos pães e procissão. Realiza também tradicional coroação de Nossa Senhora.","Rua João Percegona Zen, 1660",Consultar,,false,,"Rua João Percegona Zen, 1660",,@capsantoantonio1924,,,,,,,,,,,,,Capela Santo Antônio Colônia Acioli
atrativos,,Turismo Religioso,,"Capela dedicada à Santo Antônio. Realiza anualmente, no mês de julho, a Grandiosa Festa em Homenagem ao Padroeiro, na Colônia Rio Grande, com realização de carreata.","Estrada Ver. Domingos Benvenuto Moletta, s/n",,,false,,"Estrada Ver. Domingos Benvenuto Moletta, s/n",,@capelasantoantoniocotia,,,,,,,,,,,,,Capela Santo Antônio Cotia
atrativos,,Patrimônio Tombado,,"Construção em alvenaria com cobertura com telhas, um único pavimento, tendo torre e sino na parte interna da Capela. Tombado pelo Decreto 082/95. O altar é em madeira entalhada. No pátio há uma cruz erigida em 1986, marcando a passagem de missionários. Preserva a cultura dos migrantes italianos da região. Arquitetura diferenciada","Rua Francisco Dal Negro, 16",Consultar,,false,,"Rua Francisco Dal Negro, 16",,@paroquiasantoantonio_sjp,,,,,,,,,,,,,Capela Santo Antônio Colônia Rio Grande
atrativos,,Turismo Religioso,,"A tradicional do padroeiro ocorre no mês de junho, com a realização de missa e almoço (churrasco).","R. Pedro Chulis, S/N",Consultar,,false,,"R. Pedro Chulis, S/N",41992372632,@capela_saojoaobatista1939,,,,,,,,,,,,,Capela São João Batista
atrativos,Rota das Colônias,Turismo Religioso,,A Igreja também é conhecida como Capela da Costeira. A grandiosa festa em louvor ao padroeiro São Paulo Apóstolo ocorre no mês de setembro. Inicia-se às 10h com missa seguida de almoço (churrasco). Na parte da tarde há shows e entretenimento com ampla participação da comunidade. Organiza o presépio vivo no período natalino. Organiza também bingos beneficentes e cavalgadas.,"Rua Dr. Murici, próxima ao portal da Colônia Murici",Consultar,,false,,"Rua Dr. Murici, próxima ao portal da Colônia Murici, CEP 83015-290",,,,,,,,,,,,,,,Capela São Paulo Apóstolo (Capela da Costeira)
atrativos,Rota das Colônias,Turismo Religioso,,"A tradicional Festa de São Pedro da Colônia Marcelino ocorre no mês de julho, com missa especial seguida de almoço. O ambiente é familiar, sendo uma ocasião de reunião da comunidade.",Rua Antônio Claudino Sobrinho,,,false,,"Rua Antônio Claudino Sobrinho, Colônia Marcelino.",,@capela.sao.pedro.col.marcelino,,,,,,,,,,,,,Capela São Pedro (Marcelino)
atrativos,Caminho do Vinho,Turismo Religioso,,A Igreja original foi construída em 1930 e demolida em 1993. Nesse mesmo ano foi construída a igreja atual.,"R. Cassemiro Levisky, 150",Consultar,,false,,"R. Cassemiro Levisky, 150, 83095-818",4136341118,,,,,,,,,,,,,,Capela São Sebastião e Divino Espírito Santo
atrativos,,Turismo Religioso,,"A capela chama a atenção por sua arquitetura e beleza cênica. Localiza-se recuada em relação à rua, no interior do quarteirão, entre duas escolas. Sua paisagem convida a uma pausa contemplativa em meio a um entorno urbanizado e industrial, marcado pela presença de diversas indústrias.","R. Francisco Munõz Madrid, 1746-1818",,,false,,"R. Francisco Munõz Madrid, 1746-1818, CEP 83070-010",,,,,,,,,,,,,,,Capela São Sebastião Vila Nova
atrativos,Caminho do Vinho,Turismo Religioso,,"Local de peregrinação dedicada à Nossa Senhora onde todos meses, fiéis e religiosos se encontram pra rezar, pedir orientação, assim como para agradecer por graças alcançadas no decorrer do ano. É um local místico, de prática do silêncio e oração. No local há uma singela capela, um bosque para caminhada em silêncio e local de penitência. Nossa Senhora Rosa Mística ou Maria Rosa Mystica, é o nome dado à aparição da Virgem Maria pela enfermeira italiana Pierina Gilli. O primeiro relato ocorreu durante a Primavera de 1947.","R. Nova Esperança s/n, próximo da empresa Ceramibalsa",,,false,,"R. Nova Esperança s/n, próximo da empresa Ceramibalsa, CEP 83021-254",4133830252,@rosamistica1988,www.rosamisticarainhadapaz.com,,Acessibilidade,,,,,,,,,,Capela Santuário Nossa Senhora Rosa Mística
atrativos,,Patrimônio Tombado,,"A Igreja atual teve sua construção iniciada em 1906 e passou por muitas reformas e benfeitorias ao longo dos anos. Em 2002 foi tombada como Patrimônio Histórico Municipal. Em 19 de março de 2007, com a criação da Diocese, passou a ser a Catedral de São José dos Pinhais. Antes de sua construção, no período de 1660 a 1888, havia no local uma pequena Capela Mortuária – São José do Patrocínio da Boa Morte, construída em madeira. A igreja era cercada por um cemitério que servia à vila então chamada Arraial Grande. Os mortos católicos foram sepultados no interior dessa igreja até o ano de 1850. Localiza-se na Praça 8 de Janeiro, do ano 1853, data em que se instalou a Câmara de Vereadores, sendo portanto, considerada a data de inauguração da cidade.",Praça 8 de janeiro.,,,false,,"Praça 8 de janeiro., CEP: 83005-010",4132820243,,www.catedralsaojose.com.br,,,,,,,,,,,,Igreja Matriz São José dos Pinhais
atrativos,,Turismo Religioso,,"A igreja é a matriz da Paróquia Nossa Senhora de Fátima e anfitriã da famosa Festa do Morango, uma celebração tradicional que une fé, cultura e agricultura. Ocorre em novembro, geralmente no segundo final de semana. Surgiu na antiga Colônia Rio Pequeno, antes de 1970, como uma comemoração dos agricultores locais pela colheita da fruta. Com o tempo, ganhou força e se consolidou em torno da Igreja Nossa Senhora de Fátima, que abriga missas campais, barracas gastronômicas e atrações culturais. A festa simboliza a união da comunidade, a prosperidade rural e a devoção religiosa, tornando-se um dos eventos mais representativos da região.","Rua Onofre Holthman, 1200",,,false,,"Rua Onofre Holthman, 1200, CEP 83085-520",4131062201,,,,,,,,,,,,,,Igreja N. Sra. de Fátima
atrativos,,Turismo Religioso,,"Foi reconstruída em 1950 no lugar de uma antiga igreja de madeira. Com arquitetura típica das capelas do interior, está situada no coração da comunidade rural da Faxina. Sua principal celebração é a Festa em Louvor à Imaculada Conceição, padroeira local, realizada em dezembro com missa solene, procissão e intensa participação da comunidade. A festividade integra fé e vida no campo, com procissões de tratores, máquinas agrícolas, caminhadas até a igreja e bênçãos de veículos e agricultores. A capela também é ponto de partida e chegada do Circuito Faxina, passeio ciclístico que articula esporte, espiritualidade e turismo de base comunitária, mobilizando os moradores em uma demonstração de acolhimento e celebração coletiva.","Rua Carlos Kuzma, sem número",Consultar,,false,,"Rua Carlos Kuzma, sem número",,,,,,,,,,,,,,,Igreja N. Sra. Imaculada Conceição
atrativos,Rota das Colônias,Turismo Religioso,,"A primeira capela foi construída em 1879. A igreja atual é fruto de diversas ampliações. A comunidade paroquial foi criada em 4 de outubro de 1911, sendo a igreja um marco da colonização polonesa e italiana na região. A edificação possui uma bela arquitetura, inserida em uma paisagem de grande valor cênico. É toda pintada com afrescos e a beleza do seu interior também se destaca especialmente durante as festividades, quando é ornamentado com produtos das colheitas — flores, verduras e frutas — conforme a celebração. Integra a Rota dos Caminhos da Colônia Murici, compondo o roteiro de turismo rural da região.","Rua João Lipinski, 921",,,false,,"Rua João Lipinski, 921",4136351144,,,,,,,,,,,,,,Igreja Sagrado Coração de Jesus
atrativos,Rota das Colônias,Turismo Religioso,,"Igreja Católica Ucraniana, de arquitetura imponente, que se destaca na paisagem da colônia. Segue o rito ucraniano de celebração da missa. No local há duas igrejas: A menor e mais antiga foi a segunda igreja da Colônia Marcelino, inaugurada em maio de 1931 pelo padre Josafat Chomen. Beleza arquitetônica e beleza cênica.",Rua Ver. Bemvenutto Moletta,Consultar,,false,,"Rua Ver. Bemvenutto Moletta, Colônia Marcelino.",,,,,,,,,,,,,,,Igreja Santíssima Trindade
atrativos,Caminho do Vinho,Turismo Religioso,,"Capela centenária, localizada na comunidade de Campo Largo da Roseira, em Campina do Taquaral. É um importante símbolo de fé e tradição que destaca-se por sua bela arquitetura, amplo estacionamento e salão espaçoso, onde ocorrem eventos religiosos e comunitários. Entre as celebrações mais tradicionais está a festa de seu padroeiro, a Grandiosa Festa de Louvor a São Sebastião, realizada em janeiro. Realiza também festas e eventos tais como festas juninas, bingos, tardes festivas e almoços que reúnem a comunidade em momentos de confraternização. Os fiéis também participam ativamente da ornamentação da igreja em ocasiões especiais, mantendo viva a devoção e a cultura local.",Rua Antonio Singer perto Rua Bemvenutto Moletta,,,false,,Rua Antonio Singer perto Rua Bemvenutto Moletta,,@saosebastiaosjp,,,Estacionamento,,,,,Rua Antonio Singer perto Rua Bemvenutto Moletta,,,,,Igreja São Sebastião Campo Largo da Roseira
atrativos,Rota das Colônias,Turismo Religioso,,"Integra a Paróquia Sagrado Coração de Jesus com sede na Colônia Murici. A Tradicional Festa de São Sebastião, padroeiro da capela, ocorrem em janeiro, na qual são realizadas novenas, missa solene e procissão. A missa é seguida de almoço comunitário. Também é sede de eventos formativos, como encontros diocesanos e de expressões da Renovação Carismática Católica.","R. Antônio Greboge, 6100",Consultar,,false,,"R. Antônio Greboge, 6100",4136351144,https://www.facebook.com/capelasaosebastiao.coloniamalhada,,,,,,,,,,,,,Igreja São Sebastião Malhada
atrativos,,Patrimônio Tombado,,"Túmulo da Família Killian, construído em 1918, em alvenaria com linhas arquitetônicas ecléticas, guarda os restos mortais do 3° prefeito de São José dos Pinhais. As pinturas internas foram retiradas.","Cemitério Municipal, à Rua XV de Novembro, esquina com a Rua Izabel Redentora.",,,false,,"Cemitério Municipal, à Rua XV de Novembro, esquina com a Rua Izabel Redentora.",,,,,,,,,,,,,,,Mausoléu Killian
atrativos,,Turismo Religioso,,"É adminstrada pela Sociedade do Verbo Divino (SVD). Possui rara imagem do Cristo ressurrecto, saindo da cruz.","R. Profa. Olivia Nogueira, 261",Consultar,,false,,"R. Profa. Olivia Nogueira, 261, 83020-030",4138821394,,,,,,,"Imagem de São Pedro na entrada; ao lado capela em forma de gruta com imagens de santos, cuja principal é Nossa Senhora das Graças. Acontece todo ano a Grandiosa Festa de São Pedro, com desfile de cavaleiros e carroceiros, e festa junina.",,,,,,,Paróquia de São Pedro
